global_rank,entity_rank,entity_type,entity_name,hotspot_score,total_violations,parking_related_violations,peak_hour_violations,recency_weight_sum,location_diversity
3073,2855,Street/Location,59th C Cross Road,0.1,1,1,0,0.11550506467288302,1
3074,2854,Street/Location,Mudaliar Lane,0.1,1,1,0,0.11466499372394919,1
3075,2853,Street/Location,Ravindu Toyota,0.1,1,1,0,0.1156412213769328,1
3076,2852,Street/Location,Alienkind,0.1,1,1,0,0.1142155872806835,1
3077,2860,Street/Location,Indiranagar,0.1,1,1,0,0.11580161123425663,1
3078,2861,Street/Location,Crumb Together,0.1,1,1,0,0.11038442864159499,1
3079,2856,Street/Location,Mount Carmel College,0.1,1,1,0,0.11478690150441333,1
3080,2857,Street/Location,JP Nagar 9th Phase,0.1,1,1,0,0.1182070182163462,1
3081,2858,Street/Location,Lotus Motors,0.1,1,1,0,0.11287008634723113,1
3082,2859,Street/Location,Hotel Sinchana,0.1,1,1,0,0.11729580347082294,1
3083,2872,Street/Location,Kundalahalli Gate,0.09,1,1,0,0.10305094514242041,1
3084,2873,Street/Location,Dwinks Gastropub,0.09,1,1,0,0.11024172766359647,1
3085,2870,Street/Location,Metro Medical Center,0.09,1,1,0,0.10698038276218369,1
3086,2871,Street/Location,Vajarahalli Main Road,0.09,1,1,0,0.1054006790811994,1
3087,2866,Street/Location,234,0.09,1,1,0,0.10550542558947182,1
3088,2867,Street/Location,Father Servanton Circle,0.09,1,1,0,0.10950568645259788,1
3089,2869,Street/Location,SLV Temple Road,0.09,1,1,0,0.10464134895152753,1
3090,2868,Street/Location,Madhar Sahib Lane,0.09,1,1,0,0.10678286557693017,1
3091,2863,Street/Location,C Rudramuniyappa Road,0.09,1,1,0,0.10537633433625797,1
3092,2862,Street/Location,15,0.09,1,1,0,0.10783138735921077,1
3093,2865,Street/Location,Devasandra,0.09,1,1,0,0.10954869778038928,1
3094,2864,Street/Location,Green Trends - Unisex Hair & Style Salon,0.09,1,1,0,0.10939191443478145,1
3095,2889,Street/Location,New Sagar Fast Food - Vegetarian,0.08,1,1,0,0.09378223811648155,1
3096,2877,Street/Location,O'Shaungnessy Road,0.08,1,1,0,0.09533304321827234,1
3097,2876,Street/Location,Rajiv Gandhi Nagar,0.08,1,1,0,0.09722340542004963,1
3098,2875,Street/Location,Kembathahalli Main Road,0.08,1,1,0,0.09750229137231235,1
3099,2874,Street/Location,Agencia viajes,0.08,1,1,0,0.09951609391578836,1
3100,2882,Street/Location,Sundaram Motors,0.08,1,1,0,0.09306575431645818,1
3101,2883,Street/Location,BSNL Exchange Vijayanagara,0.08,1,1,0,0.09375624528284882,1
3102,2884,Street/Location,BMTC Service Road,0.08,1,1,0,0.09394702682292029,1
3103,2885,Street/Location,Hulimavu,0.08,1,1,0,0.09820527972958,1
3104,2881,Street/Location,2989/1A,0.08,1,1,0,0.10056060484006552,1
3105,2880,Street/Location,Apple,0.08,1,1,0,0.0982370444531235,1
3106,2879,Street/Location,Railway Line Shampura Main Road,0.08,1,1,0,0.09982230736004523,1
3107,2890,Street/Location,New Light Suites,0.08,1,1,0,0.09316685067614784,1
3108,2886,Street/Location,Doddaballapur Road,0.08,1,1,0,0.09512845907426774,1
3109,2887,Street/Location,Avalahalli Estate Road,0.08,1,1,0,0.0962380085566685,1
3110,2888,Street/Location,Hero,0.08,1,1,0,0.09731777734040412,1
3111,2878,Street/Location,14,0.08,1,1,0,0.09589625969413607,1
3112,2898,Street/Location,10A Main,0.07,1,1,0,0.09101202848924116,1
3113,2891,Street/Location,18th E Main Road,0.07,1,1,0,0.0854458189842755,1
3114,2892,Street/Location,R.T Nagar,0.07,1,1,0,0.09090907025439965,1
3115,2903,Street/Location,JC Nagara Police Station,0.07,1,1,0,0.09303136356946436,1
3116,2894,Street/Location,Shankar Nagar,0.07,1,1,0,0.0854853040729994,1
3117,2895,Street/Location,TVS Sundaram Motors,0.07,1,1,0,0.09297550570829934,1
3118,2896,Street/Location,Girias,0.07,1,1,0,0.09105408576088483,1
3119,2897,Street/Location,KSRTC Bus Terminal 3,0.07,1,1,0,0.08560386885085539,1
3120,2900,Street/Location,Mayuri Wines,0.07,1,1,0,0.09157298265402382,1
3121,2899,Street/Location,ICAR - Indian Veterinary Research Institute,0.07,1,1,0,0.0854517405847122,1
3122,2901,Street/Location,215,0.07,1,1,0,0.08674447941912718,1
3123,2893,Street/Location,Alif Tours and Travels,0.07,1,1,0,0.08949636223020024,1
3124,2904,Street/Location,28,0.07,1,1,0,0.08765494076069354,1
3125,2902,Street/Location,RBANMS College,0.07,1,1,0,0.08545371454271881,1
3126,2905,Street/Location,Boeing,0.06,1,1,0,0.07744327857031019,1
3127,2906,Street/Location,Karantha Road,0.06,1,1,0,0.07794400458771357,1
3128,2917,Street/Location,Foto Circle,0.06,1,1,0,0.08358148121473966,1
3129,2916,Street/Location,75th E Cross Road,0.06,1,1,0,0.07795120694648133,1
3130,2915,Street/Location,HAL Ancillary Industrial Estate Road,0.06,1,1,0,0.07812065409944059,1
3131,2914,Street/Location,Jambusavari Dinne Main Road,0.06,1,1,0,0.08352936769819554,1
3132,2909,Street/Location,Sporto,0.06,1,1,0,0.07972494148872908,1
3133,2908,Street/Location,Chinnappa Garden Link Road,0.06,1,1,0,0.07971757524446123,1
3134,2907,Street/Location,Chikkasanni,0.06,1,1,0,0.07748443511648292,1
3135,2910,Street/Location,Dinnur Road,0.06,1,1,0,0.07728422648750843,1
3136,2913,Street/Location,Sai Crystal,0.06,1,1,0,0.08359306641087158,1
3137,2912,Street/Location,PES University,0.06,1,1,0,0.07738247849863462,1
3138,2911,Street/Location,Devarabeesanahalli Road,0.06,1,1,0,0.07731815397935728,1
3139,2918,Street/Location,Hosakerehalli,0.06,1,1,0,0.07738247849863462,1
3140,2925,Street/Location,La Pino's Pizza,0.06,1,1,0,0.08366261131766321,1
3141,2924,Street/Location,38,0.06,1,1,0,0.07972678315614863,1
3142,2923,Street/Location,Nagappa Reddy Layout Main Road,0.06,1,1,0,0.08291036454396736,1
3143,2922,Street/Location,Sunkenahalli,0.06,1,1,0,0.07732708474188348,1
3144,2921,Street/Location,Chikkapete,0.06,1,1,0,0.07973783405410363,1
3145,2920,Street/Location,Sultanpalya Main Road,0.06,1,1,0,0.08083388763144445,1
3146,2919,Street/Location,Padmavathi Paraside,0.06,1,1,0,0.08360079076706768,1
3147,2926,Street/Location,ISRO Data Centre,0.05,1,1,0,0.06786560001287625,1
3148,2933,Street/Location,Trent/WestSide/Zudio,0.05,1,1,0,0.07287001802074931,1
3149,2932,Street/Location,Vrishabhavathi Nagar,0.05,1,1,0,0.07111560405052693,1
3150,2931,Street/Location,Bangalore Baptist Hospital Blood Bank,0.05,1,1,0,0.06792676768076678,1
3151,2930,Street/Location,1127,0.05,1,1,0,0.06941144579972074,1
3152,2929,Street/Location,53rd D Cross Road,0.05,1,1,0,0.07218145659031454,1
3153,2928,Street/Location,East Ring Road,0.05,1,1,0,0.07197832118190171,1
3154,2927,Street/Location,Salon 101,0.05,1,1,0,0.06940022287633273,1
3155,2934,Street/Location,Garudacharpalya Main Road,0.05,1,1,0,0.07446618122117687,1
3156,2941,Street/Location,Victoria Embassy,0.05,1,1,0,0.07287001802074931,1
3157,2948,Street/Location,SJRC Circle,0.05,1,1,0,0.06785776198872936,1
3158,2947,Street/Location,261,0.05,1,1,0,0.07397754335569742,1
3159,2946,Street/Location,Private Bus Yeshwanthpur Pick up Point,0.05,1,1,0,0.0729407508191652,1
3160,2945,Street/Location,Ganga Vertica Apartments,0.05,1,1,0,0.07282626542814483,1
3161,2944,Street/Location,Kidwai Memorial Institute of Oncology Blood Bank,0.05,1,1,0,0.06891139017769567,1
3162,2943,Street/Location,Government Soap Factory,0.05,1,1,0,0.07279935381401523,1
3163,2942,Street/Location,Peenya Andhrahalli Main Road,0.05,1,1,0,0.06948845189511323,1
3164,2937,Street/Location,Bolas,0.05,1,1,0,0.07397754335569742,1
3165,2940,Street/Location,Sony World Signal,0.05,1,1,0,0.06792676768076678,1
3166,2939,Street/Location,Rana Ramdev Medicals,0.05,1,1,0,0.07049896853360157,1
3167,2938,Street/Location,Allen Solly,0.05,1,1,0,0.07570106878092694,1
3168,2935,Street/Location,Sivanarayana Clinic Road,0.05,1,1,0,0.07103023127209739,1
3169,2936,Street/Location,Raymond,0.05,1,1,0,0.07390409794458437,1
3170,2949,Street/Location,Channapa Garden Link Road,0.04,1,1,0,0.06562099424562741,1
3171,2966,Street/Location,Neeladri Nagar,0.04,1,1,0,0.06192728529801337,1
3172,2965,Street/Location,Golden Jaguar Elevators & Escalators India Pvt. Ltd.,0.04,1,1,0,0.061366217428179194,1
3173,2964,Street/Location,Gouripalaya Road,0.04,1,1,0,0.06293678934544214,1
3174,2963,Street/Location,Manipal Hospital,0.04,1,1,0,0.06587462926448845,1
3175,2962,Street/Location,Vishal Opticals,0.04,1,1,0,0.06426933285508662,1
3176,2961,Street/Location,Sri Veeranjaneya Temple Road,0.04,1,1,0,0.06721811495480923,1
3177,2960,Street/Location,Maramma Temple Road,0.04,1,1,0,0.06475963411821781,1
3178,2959,Street/Location,Titan Helios,0.04,1,1,0,0.06723519724803267,1
3179,2958,Street/Location,Nelamangala - Majestic Service Road,0.04,1,1,0,0.060619491239842255,1
3180,2957,Street/Location,Dattatreya Temple Road,0.04,1,1,0,0.06433320329941632,1
3181,2956,Street/Location,BWSSB Pipeline Track,0.04,1,1,0,0.06337738402670107,1
3182,2955,Street/Location,India Post,0.04,1,1,0,0.06149251001256826,1
3183,2954,Street/Location,Kumara Swamy Naidu Road,0.04,1,1,0,0.06048800488296466,1
3184,2953,Street/Location,Hotel Vande Matharam,0.04,1,1,0,0.0604209729525203,1
3185,2952,Street/Location,Sunny Wines,0.04,1,1,0,0.0644298721601559,1
3186,2951,Street/Location,LuLu Global Mall Underpass,0.04,1,1,0,0.06048800488296466,1
3187,2950,Street/Location,Cinnamon,0.04,1,1,0,0.061960196006647754,1
3188,2973,Street/Location,B. Narayanapura,0.04,1,1,0,0.06571959817686338,1
3189,2980,Street/Location,Nagarbhavi,0.04,1,1,0,0.06340374182238534,1
3190,2979,Street/Location,Phoenix Pinnacle,0.04,1,1,0,0.06480602510051864,1
3191,2978,Street/Location,Commercial Street Shopping Area,0.04,1,1,0,0.06327352397287736,1
3192,2977,Street/Location,Patalamma Temple Road,0.04,1,1,0,0.06150245415539957,1
3193,2976,Street/Location,Brindavan Grand,0.04,1,1,0,0.06730356984358248,1
3194,2975,Street/Location,Anjanapura,0.04,1,1,0,0.06627758655210919,1
3195,2974,Street/Location,18,0.04,1,1,0,0.06438226319709572,1
3196,2969,Street/Location,Kritunga,0.04,1,1,0,0.0614797270485718,1
3197,2972,Street/Location,HRBR Layout Cross,0.04,1,1,0,0.06494089697743963,1
3198,2971,Street/Location,Punjab Stores,0.04,1,1,0,0.06197307887052486,1
3199,2970,Street/Location,Rehamathnagara,0.04,1,1,0,0.061505295634419234,1
3200,2967,Street/Location,Begur - Hulimavu Road,0.04,1,1,0,0.06745298785352369,1
3201,2968,Street/Location,818,0.04,1,1,0,0.06479405005360848,1
3202,2981,Street/Location,Cholourpalaya Road,0.03,1,1,0,0.05347829544566913,1
3203,2998,Street/Location,1075,0.03,1,1,0,0.05785450815670836,1
3204,2997,Street/Location,Kankanapalya Road,0.03,1,1,0,0.05382158414415283,1
3205,2996,Street/Location,1551,0.03,1,1,0,0.05474572475506109,1
3206,2995,Street/Location,Lourdes Convent School,0.03,1,1,0,0.05331794101712669,1
3207,2994,Street/Location,32nd A Cross Road,0.03,1,1,0,0.055981085736741404,1
3208,2993,Street/Location,Bangalore University,0.03,1,1,0,0.05226434920013949,1
3209,2992,Street/Location,52,0.03,1,1,0,0.056426402532947284,1
3210,2991,Street/Location,The Sandesh Kingston,0.03,1,1,0,0.05863079549758921,1
3211,2990,Street/Location,Maragondanahalli Main Road,0.03,1,1,0,0.05739261743748857,1
3212,2989,Street/Location,Jawaharlal Nehru,0.03,1,1,0,0.055937135453539226,1
3213,2988,Street/Location,Poorna Prasad Road,0.03,1,1,0,0.05597332729593065,1
3214,2987,Street/Location,Terminal 1 Departures Road,0.03,1,1,0,0.05220401872436994,1
3215,2986,Street/Location,Dbaux Technologies,0.03,1,1,0,0.053841480278231615,1
3216,2985,Street/Location,Savi Forex and Tours Private Limited,0.03,1,1,0,0.056547753676167725,1
3217,2984,Street/Location,Balepet,0.03,1,1,0,0.059150454779938695,1
3218,2983,Street/Location,BMIC Planning Authority,0.03,1,1,0,0.055951350885652125,1
3219,2982,Street/Location,EMW industries.,0.03,1,1,0,0.054661060331322266,1
3220,3014,Street/Location,16th C Cross Road,0.03,1,1,0,0.053436310082236566,1
3221,3015,Street/Location,Vakil Garden City Road,0.03,1,1,0,0.051397528054622985,1
3222,3016,Street/Location,Hanumantaiah Colony Main Road,0.03,1,1,0,0.051423654916653704,1
3223,3017,Street/Location,Muniswamappa Lane,0.03,1,1,0,0.05144504131829284,1
3224,3018,Street/Location,Iblur Junction,0.03,1,1,0,0.05606779474559428,1
3225,3019,Street/Location,Muzammil Masjid Main Road,0.03,1,1,0,0.05862673252424489,1
3226,3020,Street/Location,Havanur Circle,0.03,1,1,0,0.0564355274199641,1
3227,3021,Street/Location,CRED terra,0.03,1,1,0,0.05393484149361408,1
3228,3022,Street/Location,Sadasiva Mudaliar Road,0.03,1,1,0,0.053528968731832584,1
3229,3007,Street/Location,Mangamannapalya,0.03,1,1,0,0.051500925530907495,1
3230,3008,Street/Location,Maran Tower,0.03,1,1,0,0.05152353424824308,1
3231,3009,Street/Location,Sri Nivagalu Main Road,0.03,1,1,0,0.0522341752520425,1
3232,3010,Street/Location,Vijayalakshmi Silks,0.03,1,1,0,0.052764133967726716,1
3233,3011,Street/Location,Venkatala,0.03,1,1,0,0.05153543755943393,1
3234,3012,Street/Location,Ambica Travels,0.03,1,1,0,0.0553113858080583,1
3235,3013,Street/Location,Sports Planet,0.03,1,1,0,0.056053549728855456,1
3236,3006,Street/Location,Reliance Mobile Store,0.03,1,1,0,0.052682534079946546,1
3237,2999,Street/Location,Patel Basappa Reddy Road,0.03,1,1,0,0.05259498531499942,1
3238,3000,Street/Location,265,0.03,1,1,0,0.058701265124725684,1
3239,3001,Street/Location,Kolkata,0.03,1,1,0,0.05641727912130544,1
3240,3002,Street/Location,Bhagyada Bagilu Road,0.03,1,1,0,0.05904397344835531,1
3241,3003,Street/Location,Bellanduru Gate,0.03,1,1,0,0.057262838981791554,1
3242,3004,Street/Location,7th Cross Wilson Garden,0.03,1,1,0,0.05347088386755461,1
3243,3005,Street/Location,Ganapatipura Main Road,0.03,1,1,0,0.05723771183631789,1
3244,3047,Street/Location,B: Mysore Sandal Soap Factory,0.02,1,1,0,0.04338664084030393,1
3245,3045,Street/Location,Inner Ring Road,0.02,1,1,0,0.04988161405164836,1
3246,3046,Street/Location,Fashion Zone,0.02,1,1,0,0.04586310031198386,1
3247,3043,Street/Location,Juice Adda,0.02,1,1,0,0.04479717498141604,1
3248,3060,Street/Location,The Noodle Theory,0.02,1,1,0,0.05106380243521543,1
3249,3048,Street/Location,6th Race Course Cross Road,0.02,1,1,0,0.04986433306648306,1
3250,3050,Street/Location,Rural DIET,0.02,1,1,0,0.04993349294884036,1
3251,3049,Street/Location,Concorde Silicon Valley,0.02,1,1,0,0.048680667449377255,1
3252,3035,Street/Location,67,0.02,1,1,0,0.049081514589932415,1
3253,3038,Street/Location,K Narayanapura Cross,0.02,1,1,0,0.049832091243985056,1
3254,3037,Street/Location,Joggers Lane,0.02,1,1,0,0.04910306119474247,1
3255,3036,Street/Location,Damro Furniture,0.02,1,1,0,0.04810719157753105,1
3256,3039,Street/Location,Aralu Mallige Parthasarathy Road,0.02,1,1,0,0.048704288169899516,1
3257,3042,Street/Location,Arkavathy Layout Main Road,0.02,1,1,0,0.045859922109258225,1
3258,3041,Street/Location,Chikalsandra Main Road,0.02,1,1,0,0.04474443050480482,1
3259,3040,Street/Location,Noor and co,0.02,1,1,0,0.044813735077406394,1
3260,3044,Street/Location,219,0.02,1,1,0,0.0479984096939089,1
3261,3023,Street/Location,Manjunathanagara,0.02,1,1,0,0.04754815937468513,1
3262,3024,Street/Location,Sri Ram Bhajan Mandir Road,0.02,1,1,0,0.04342674862338254,1
3263,3025,Street/Location,Kariammana Agrahara Road,0.02,1,1,0,0.04653972639717015,1
3264,3026,Street/Location,Andhra Bank,0.02,1,1,0,0.043435777982990746,1
3265,3027,Street/Location,ಗೊಡೌನ್ ರಸ್ತೆ,0.02,1,1,0,0.05028886490707493,1
3266,3028,Street/Location,Dental Cures Clinic,0.02,1,1,0,0.04377826577228055,1
3267,3029,Street/Location,Jaraganahalli,0.02,1,1,0,0.05024938353893971,1
3268,3030,Street/Location,Territory Corporation,0.02,1,1,0,0.05024241945700323,1
3269,3031,Street/Location,Jk Tyre and Industry,0.02,1,1,0,0.05027724952091016,1
3270,3032,Street/Location,47,0.02,1,1,0,0.048667175038494825,1
3271,3033,Street/Location,KR Garden Main Road,0.02,1,1,0,0.04873242301947353,1
3272,3034,Street/Location,Dusappa Colony Road,0.02,1,1,0,0.04341471239696221,1
3273,3051,Street/Location,Upparpet Traffic Police Station,0.02,1,1,0,0.0499023591393759,1
3274,3052,Street/Location,Little Break,0.02,1,1,0,0.04343477462810816,1
3275,3053,Street/Location,5th Road,0.02,1,1,0,0.04330453565159785,1
3276,3054,Street/Location,Chandana Layout,0.02,1,1,0,0.04450322146314158,1
3277,3055,Street/Location,Nanda Jyothi Apartment Road,0.02,1,1,0,0.04442618638286373,1
3278,3056,Street/Location,51,0.02,1,1,0,0.04867054779058952,1
3279,3057,Street/Location,Postal Heritage Trail,0.02,1,1,0,0.044363629528414335,1
3280,3058,Street/Location,Nandi Stationary,0.02,1,1,0,0.04588005444679026,1
3281,3059,Street/Location,ITI Layout Road,0.02,1,1,0,0.04660212211215288,1
3282,3073,Street/Location,High Court Public Parking,0.01,1,1,0,0.03959483494144999,1
3283,3072,Street/Location,BWSSB,0.01,1,1,0,0.03721793165899785,1
3284,3096,Street/Location,Born Babies,0.01,1,1,0,0.038070080274019535,1
3285,3097,Street/Location,Kothandaraman Complex,0.01,1,1,0,0.03691738502492046,1
